school,college,department,track,deadline,quota,assessment_weights,other_req,docs_required,interview_required,written_exam_required,link_apply,note,,,,,,,,,,,,,
國立政治大學,商學院,企業管理研究所 （MBA學位學程）,B組,2025/10/14,35,,,"1. 考生基本資料表（請至本所網站下載填寫）。 
2. 歷年成績單總表（含學業成績總平均排名證明）。持研究所學歷者，可免
附排名證明，惟需同時附大學及研究所成績單總表。 
3. 讀書計畫（含學習與生涯計畫）。 
4. 其他有利審查資料，如得獎證明、專業證照、各項語文能力證明。 
5. 有效工作年資證明（以正本掃描）：如勞保年資證明（請至勞保局申請「勞
保被保險人投保資料表（明細）」，不接受網路下載版本）、在職證明書，
該證明不得以考生基本資料表取代。另附個人現職工作名片1張 （無名
片或無現職者免附） 。 
6.推薦信（至多2份，請至本所網站下載「推薦信」）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,傳播學院,傳播學院傳播碩士學位學程,甲組,2025/10/14,26,,,"1. 自傳（500字以內）。 
2. 研讀計畫（1,500 字以內，必須包含報考動機、學習與畢業計畫）。 
3. 學業成績總平均排名證明（請至網頁https://gradcomm.nccu.edu.tw/最新消
息下載表格）。 
4. 歷年成績單總表。 
5. 其他有利審查資料（大學時期或大學以後完成）：如相關作品得獎證明、
參與國科會專題研究計畫、論文報告、各類獎學金證明、相關作品、外
語能力檢定證明等（影音作品請先上傳至影音分享網站，例如YouTube，
並將作品名稱及網址表列於A4直式格式表單）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,傳播學院,傳播學院傳播碩士學位學程,乙組,2025/10/14,1,,,"1. 自傳（500字以內）。 
2. 研讀計畫（1,500 字以內，必須包含報考動機、學習與畢業計畫）。 
3. 運動績優有利審查資料（大學時期或大學以後完成）：如各項運動成就證
明或相關證照、體適能檢定證明、參與運動傳播工作經歷、各類獎學金
證明及外語能力檢定證明等（影音作品請先上傳至影音分享網站，例如
YouTube，並將作品名稱及網址表列於A4直式格式表單）。 
4. 歷年成績單總表。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,傳播學院,國際傳播英語碩士學位學程,,2025/10/14,6,,,"1. 歷年成績單總表。 
2. 自傳（英文撰寫）。 
3. 研究計畫或讀書計畫（以英文撰寫）。 
4. 語言能力檢定證明（限三年內之英語檢定成績，僅接受TOEFL、IELTS
或TOEIC成績）。 
5. 其他有利審查資料：如相關作品參展與得獎紀錄、國科會參與專題研究
計畫、論文報告、獎學金證明、相關作品等。作品格式不拘，唯若繳交
電子檔案須有自動播放程式，以免審查時讀取困難。 
6. 推薦信2份（二位推薦人）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,,數位內容碩士學位學程,,2025/10/14,9,,,"1. 歷年成績單總表（含學業成績總平均排名，需加蓋學校校印或教務處章
戳）。 
2. 自傳。 
3. 研究計畫（或創作構想）。 
4. 大專入學後作品、專題或其他有利審查資料。 
5. 推薦信（至多2份，無則免繳）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,,亞際文化研究國際碩士學位 學程(台灣聯合大學系統),,2025/10/14,3,,,"1. 歷年成績單總表。 
2. 自傳（中文與英文各一份，各1,000字以內）。 
3. 研讀計畫（中文與英文各一份，各1,500 字以內，必須包含報考動機、
主修領域與修課計畫、研究興趣及未來發展規劃）。 
4. 其他有利審查資料：如相關作品參展與得獎紀錄、國科會參與專題研究
計畫、論文報告、獎學金證明、相關作品等。作品與檔案繳交總數不超
過三件。作品格式不拘，請提供作品雲端連結，以免審查時讀取困難。 
5. 推薦信 2 份（二位推薦人）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,外國語文學院,英國語文學系,文學組,2025/10/14,6,,,"1. 研究計畫（英文撰寫）。 
2. 學科報告（有關英美文學課程之報告一篇，6至10頁）。 
3. 學業成績總平均排名證明。 
4. 歷年成績單總表。 
5. 推薦信2份（二位推薦人）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,外國語文學院,英國語文學系,英語教學組 ,2025/10/14,3,,,"1. 研究計畫（英文撰寫）。 
2. 學科報告（有關語言學或英語教學課程之報告一篇，6至10頁）。 
3. 學業成績總平均排名證明。 
4. 歷年成績單總表。 
5. 推薦信2份（二位推薦人）。 ",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,外國語文學院,斯拉夫語文學系,,2025/10/14,2,,,"1. 歷年成績單總表（需加蓋學校校印或教務處章戳）。 
2. 學科報告（有關俄語語言學或俄國文學之專題研究報告一至兩篇，至少
六頁）。 
3. 學習計畫（申請動機、擬研究領域等）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,外國語文學院,語言學研究所,,2025/10/14,5,,,"1.自傳。
2.讀書計畫（頁數不限）。
3.研究報告（頁數不限）。
4.歷年成績單（需加蓋學校校印或教務處章戳）。
5.推薦信2 份（二位推薦人）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,外國語文學院,日本語文學系,,2025/10/14,5,,JLPT N1/N2,"1. 學業成績總平均排名證明。
2. 歷年成績單總表。
3. 中文自傳1,000 字以內（字級勿小於12，頁數勿超過1 頁）。
4. 研究計畫（日文撰寫）。
5. 日本語能力試驗證書。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,外國語文學院,韓國語文學系,,2025/10/14,2,,TOPIKⅡ 6 級,"1. 自傳（含過去求學經驗、報考動機、未來生涯規劃，以中文撰寫）。
2. 歷年成績單總表。
3. 研究計畫（含讀書計畫、未來研究方向，以中文撰寫）。
4. 學科報告（有關韓語語言學、韓國文學或韓國文化相關之專題研究報告
一篇，5,000 字以上、中韓文不拘）。
5. 其他有利審查資料（含語言能力檢定證明文件）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,外國語文學院,中東與中亞研究碩士學位學程,,2025/10/14,3,,,"1. 自傳履歷（含個人成長背景、報考動機、研究計畫及未來職涯發展規劃）。
2. 歷年成績單總表（含學業成績總平均排名）。
3. 畢業證書（應屆畢業生請附在學證明或學生證影本）。
4. 其他有利審查資料（如外語檢定、證照、著作、研究成果等）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,法學院,法律學系,民法組,2025/10/14,10,,,"1. 學業成績總平均排名證明。
2. 自傳（含性格之自我分析、過去的教育經驗、未來生涯規劃）。
3. 研究計畫。
4. 其他有利審查資料：如著作、國科會專題計畫、獎學金證明、社團負責
人或幹部證明、語言能力等證明。
※特別歡迎提供英、德、日等外文之修課或考試證明。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,法學院,法律學系,財經法組,2025/10/14,8,,,"1. 學業成績總平均排名證明。
2. 自傳（含性格之自我分析、過去的教育經驗、未來生涯規劃）。
3. 研究計畫。
4. 其他有利審查資料：如著作、國科會專題計畫、獎學金證明、社團負責
人或幹部證明、語言能力等證明。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,法學院,法律學系,公法組,2025/10/14,7,,,"1. 學業成績總平均排名證明。
2. 自傳（含性格之自我分析、過去的教育經驗、未來生涯規劃）。
3. 研究計畫（應標明選擇公法甲組或公法乙組；修業相關規定請參考本院
網頁或必修科目表）。
4. 論文著作（國內研究所畢業生應繳交碩士論文，應屆生應繳交論文大綱）。
※ 符合前述特定報考資格第一項第三款，且須繳交論文始能獲得學位者，
畢業生應繳交論文，應屆生應繳交論文大綱。
5. 其他有利審查資料：如著作、國科會專題計畫、獎學金證明、社團負責
人或幹部證明、語言能力等證明。
※ 特別歡迎提供英、德、日、法等外文之修課或考試證明。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,法學院,法律學系,刑法組,2025/10/14,8,,,"1. 學業成績總平均排名證明。
2. 自傳（含性格之自我分析、過去的教育經驗、未來生涯規劃）。
3. 研究計畫（含碩士論文構想方向）。
4. 其他有利審查資料：如學術研究著作、國科會專題計畫、獎學金證明、
參與刑事法相關研究、讀書會或研討會之傑出表現、語言能力證明，或
其他可說明對刑事法有特別表現之資料。
※第2 至3 項資料兩者合計頁數不得超過25 頁，超出頁數不納入評分範
圍。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,法學院,法律學系,勞工法與社會法組,2025/10/14,2,,,"1. 學業成績總平均排名證明。
2. 自傳（含性格之自我分析、過去的教育經驗、未來生涯規劃）。
3. 研究計畫。
4. 其他有利審查資料：如著作、國科會專題計畫、獎學金證明、社團負責
人或幹部證明、語言能力等證明。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,法學院,法律學系,基礎法學組,2025/10/14,4,,,"1. 學業成績總平均排名證明（含足以供確認上述特定報考資格「一」之「1」
所要求之修課紀錄成績單，並請標示相關科目）。
2. 自傳（含報考基礎法學組的動機、曾修習或閱讀與基礎法學相關課程或
文獻的心得、未來生涯規劃）。
3. 研究計畫。
4. 其他有利審查資料：如著作、國科會專題計畫、修課學期報告、獎學金
證明、社團負責人或幹部證明、語言能力等證明。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,法學院,法律科際整合研究所,,2025/10/14,14,,,"1. 考生基本資料表（請於本所網頁下載）。
2. 自傳與研究計畫（5,000 字以內，自傳部分請簡述與法律相關之經驗，並
提出反思）。
3. 成績排名證明及成績單（成績排名證明請提供累計至報名前一學期的系
所排名或班排名。成績單請附大學或研究所之歷年成績單總表）。
4. 學歷證明及語言能力證明（學歷證明請提供應考學歷及最高學歷畢業證
書，應屆畢業生請附上在學證明。語言能力證明為必備，含檢定或課程
名稱及成績，請務必註明種類與年度）。
5. 其他有利審查資料：如職業證照、專業資格證書、專業工作成就證明等
足資證明個人專業工作成就與能力等資料。
6. 推薦信（至多2 份，無則免附）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,理學院,應用數學系,,2025/10/14,9,,,"1. 歷年成績單總表（含班排名；應屆畢業生應含本學期選課資料）。
2. 自傳（600 字以內，請以A4 格式繕打；含就讀本系碩士班之動機）。
3. 讀書計畫。
4. 其他有利審查資料：如大學基礎數學測驗成績、GRE 成績、得獎證明等。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,理學院,心理學系,實驗與發展組,2025/10/14,3,,,"1. 自傳。
2. 歷年成績單總表。
3. 研究計畫。
4. 其他有利審查資料：大專學生參與國科會專題研究計畫、學術著作、獎
學金證明、GRE 或TOEFL 成績、研究報告等。
5. 推薦信2 份（二位推薦人）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,理學院,心理學系,社會與人格組,2025/10/14,2,,,"1. 自傳。
2. 歷年成績單總表。
3. 研究計畫。
4. 其他有利審查資料：大專學生參與國科會專題研究計畫、學術著作、獎
學金證明、GRE 或TOEFL 成績、研究報告等。
5. 推薦信2 份（二位推薦人）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,理學院,心理學系,工業與組織組,2025/10/14,2,,,"1. 自傳。
2. 歷年成績單總表。
3. 研究計畫。
4. 其他有利審查資料：大專學生參與國科會專題研究計畫、學術著作、獎
學金證明、GRE 或TOEFL 成績、研究報告等。
5. 推薦信2 份（二位推薦人）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,理學院,心理學系,臨床組,2025/10/14,7,,,"1. 自傳。
2. 歷年成績單總表。
3. 研究計畫。
4. 其他有利審查資料：大專學生參與國科會專題研究計畫、學術著作、獎
學金證明、GRE 或TOEFL 成績、研究報告等。
5. 推薦信2 份（二位推薦人）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,理學院,神經科學研究所,,2025/10/14,2,,,"1. 考生基本資料表（請於本所網頁下載）。
2. 自傳（以不超過1,000 字為原則）。
3. 歷年成績單總表（含總平均排名之大學以上學業成績）。
4. 研究計畫。
5. 其他有利審查資料：如參與學術性研討會、發表學術研究著作等。
6. 推薦信2 份（二位推薦人，請至本所網站下載「甄試推薦信格式」）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,理學院,應用物理研究所,,2025/10/14,5,,,"1. 讀書計畫。
2. 自傳（請以A4 格式繕打，含選讀本所動機，未來研究方向）。
3. 其他有利審查資料；如GRE 成績、得獎證明、自我介紹影片等，並得另
以視訊方式補充說明。
4. 歷年成績單總表（大專以上成績單總表，需加蓋學校校印或教務處章戳）。
5. 推薦信2 份（格式範本可自本所網頁首頁「招生資訊」內下載）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,資訊學院,資訊科學系,資訊科學與工程組（一般組）,2025/10/14,13,"1.書審60%
2.面試40%",,"1. 考生備審資料摘要表（請於本系網頁下載）。
2. 歷年成績單總表（含系排名，同等學力相當高考類科及格者免附成績單）。
3. 其他有利審查資料：如參與研究計畫、專題報告、各項競賽檢定、證照
等。
4. 推薦信2 份。","【參加資格】依審查資料加權後之成績擇優選取招生名額至多 3.5 倍人數參加面試。
【面試日期】11 月 15 日(星期六)(詳細時間公布於本系網頁)
【注意事項】面試相關資訊於 11 月 12 日公布於本系網頁。",,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,資訊學院,資訊科學系,資訊科學與工程組（跨領域組）,2025/10/14,6,"1.書審40%
2.面試40%
3.筆試20%",,"1. 考生備審資料摘要表（請於本系網頁下載，並於表中說明跨領域研究計
畫）。
2. 歷年成績單總表（含系排名，同等學力相當高考類科及格者免附成績單）。
3. 其他有利審查資料：如參與（跨領域）研究計畫、專題報告、各項競賽
檢定、證照等。
4. 推薦信2 份。","【參加資格】依筆試及審查資料加權後之成績擇優選取招生名額至多 2.5 倍人數參加面試。
【面試日期】11 月 13 日(星期四)(詳細時間公布於本系網頁)
【注意事項】面試相關資訊於 11 月 10 日公布於本系網頁。","【筆試日期】11 月 7 日 (星期五)
【筆試科目】14:00-15:40 計算機概論(含計算機程式)
【注意事項】筆試相關資訊於考試前 3 日公布於本系網頁。","https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,資訊學院,資訊科學系,智慧計算組,2025/10/14,6,"1.書審60%
2.面試40%",,"1. 考生備審資料摘要表（請於本系網頁下載）。
2. 歷年成績單總表（含系排名，同等學力相當高考類科及格者免附成績單）。
3. 其他有利審查資料：如參與研究計畫、專題報告、各項競賽檢定、證照
等。
4. 推薦信2 份。","【參加資格】依審查資料加權後之成績擇優選取招生名額至多 3.5 倍人數參加面試。
【面試日期】11 月 15 日(星期六)(詳細時間公布於本系網頁)
【注意事項】面試相關資訊於 11 月 12 日公布於本系網頁。",,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,資訊學院,資訊安全碩士學位學程,,2025/10/14,8,,,"1. 考生基本資料表（請於本學程網頁下載）。
2. 歷年成績單總表（含系排名，若成績單總表未有列示排名者，需另附排
名證明文件；同等學力相當高考類科及格者免附成績單）。
3. 其他有利審查資料：如參與研究計畫、專題報告、各項競賽檢定、證照
等。
4. 推薦信2 份。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
國立政治大學,創新國際學院,全球傳播與創新科技碩士學位學程,,2025/10/14,10,,TOEFL、IELTS、TOEIC 或全民英檢,"1. 考生基本資料表（表格請至本學程網頁下載填寫）。
2. 學歷證件及歷年成績單（學歷證件為最高學歷畢業證書，若為應屆畢業
生，請附上在學證明影本；歷年成績單為大學以上階段之成績單總表）。
3. 自傳及讀書計畫（自傳分別以中、英文撰寫各500 字內，讀書計畫以英
文撰寫1,500 字內）。
4. 語言能力檢定證明（僅限TOEFL、IELTS、TOEIC 或全民英檢成績，若考
生有其他外國語言之檢定測驗成績證明，亦可一併繳交，以供參考）。
5. 其他有利審查資料：如相關作品參展與得獎紀錄、國科會參與專題研究
計畫、論文報告、獎學金證明、相關作品、國際交換生經驗、實習經驗
等。作品格式不拘，中文作品需附300 字內英文摘要；英文及其他語言
作品需附300 字內中文摘要（影音作品請先上傳至影音分享網站，例如
YouTube 並將作品名稱及網址表列於 A4 直式格式）。
6. 推薦信（2 份）。
※檔案請以A4 直式格式製作，並將相關資料掃描或編輯製作成PDF 檔案
上傳。
※創作作品、研討會論文、國科會專題計畫、各項競賽作品，若為多人參與，
必須附上每位參與者貢獻比例說明及佐證資料。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
